Rooms;Living_Space;Price;Address;Building_type;Location;possible_collocation;Transport_Index;Population
1;20;1200;Avenue de Riant-Mont 14, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;48;1670;Avenue d'Echallens 42, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;108;2506;Rue Elisa-Serment 2 a & b, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;80;2300;Chemin de la Colline 4, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;57;1800;Avenue de Morges 19, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
4,5;106;2835;Le Grand-Chemin 112, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
2,5;62;2220;Avenue Victor Ruffy 55a, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;111;3060;Avenue EugŠne Rambert 30, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;167;5341;Avenue du L‚man 34, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;62;1590;Ch. de Rov‚r‚az 5, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;75;2070;Rue du Champ-du-Bois 6, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;70;2591;Chemin des grandes Roches 7, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;40;1542;Rue de Bourg 21, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
4;88;3027;1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;50;2085;1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;102;3150;Place Chauderon 24, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;82;2550;Route du Pƒquis 33, 1033 Cheseaux-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;115;3235;Chemin des Ormeaux 38, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
2;90;1580;Avenue de Morges 43, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;51;1600;Rue de la pontaise 23, 1000 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;114;3740;Rue des Terreaux 4, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
6,5;129;3434;Chemin des Croisettes 7, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
3,5;88;2900;Route de la FeuillŠre 27, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;109;3440;Rue Voltaire 14, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;60;1690;Chemin Bois Gentil 51, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;50;1630;Chemin Bois Gentil 53, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;68;1770;Rue Marterey 11, 1000 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;34;1538;Route de la FeuillŠre 19, 1010 Lausanne;Apartment;Lausanne;no;1,5;144365
3;72;2750;Rue Adrien-Pichard 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;86;2960;Rue Adrien-Pichard 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;104;2225;Rue de la Pontaise 52, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;85;2680;Avenue de Provence 7, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;143;3580;Rue de la Tour 5, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;74;2200;Rue Voltaire 14, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
7,5;180;4800;Devin 63, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
6;232;7950;Boulevard de Grancy 5, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
6,5;145;3400;Av. du Grey 12, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;76;2120;Rue Caroline 8, 1000 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;88;2650;Ch. de la Clochatte 106 F, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
6;230;7950;Boulevard de Grancy 5, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;52;2050;Rue des Terreaux 6, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;163;3510;Chemin du Bois-Murat 26, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
2,5;59;2020;Rue Edith Burger 4, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;69;2195;Rue Edith Burger 6, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;138;3770;Chemin de Montelly 15, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;112;3490;Voie du Chariot 5 - 7, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;23;1600;Rue du Petit Rocher 6, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
4;111;3070;Avenue EugŠne Rambert 30, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;111;3298;Ch. de Mornex 17, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;109;2920;Champs Meunier 25, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;84;2334;Rue du Tunnel 20, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;99;2415;Chemin des Pi‚cettes 4, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;199;6665;Ch. de Primerose 15, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;199;6310;Ch. de Primerose 15, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;120;2540;Chemin du Marais 2, 1032 Romanel-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
6,5;240;7300;Rue du Petit-Chine 18, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;124;3515;Rue Mauborget 12, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;105;2919;Rue Caroline 17, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;145;5950;Place Bel-Air 1, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;128;3746;Rue des Terreaux 5, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;145;6160;Place Bel-Air 1, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;122;3005;Avenue Davel 18, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;65;2280;Rue Edith Burger 4, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;79;3180;Avenue de Sainte-Luce 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;102;3665;Avenue de Sainte-Luce 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;97;2560;Chemin de Rionzi 45, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3;97;2810;Chemin de Rionzi 43, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
6;150;3300;Avenue de Valmont 16, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;157;3455;Chemin du Devin 58, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;22;1150;Avenue de Montoie 38, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
4,5;112;4150;Route de Marin 16b, 1000 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;90;2700;Avenue Fantaisie 6, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;109;3657;Rue de l'Ancienne Douane 1, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;62;1745;Av. du Tribunal-F‚d‚ral 40, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;124;2993;Le Grand-Chemin 126, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
4,5;118;2915;Av. des Boveresses 78, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;75;2200;Chemin de Maillefer 14, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;80;2290;Chemin des Champs-Meunier 11, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
1;20;1515;Chemin des Diablerets 2, 1012 Lausanne;Studio;Lausanne;no;1,5;144365
1;35;1434;Chemin du Devin 47C, 1012 Lausanne;Studio;Lausanne;no;1,5;144365
3,5;116;3910;Rue J.-J.-Cart 8, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;74;2385;Rue J.-J.-Cart 6, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;90;2751;Chemin de Pr‚-Fleuri 6, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;108;2990;Av. de B‚thusy 91, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;95;2600;Avenue de Gratta-Paille 12, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;95;2535;Av. de Morges 39, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;87;2620;Rue Mauborget 12, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;120;2540;Chemin du Marais 2, 1032 Romanel-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;115;3401;Avenue du L‚man 28, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;102;2660;Av. des Boveresses 78, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;101;2375;Avenue des Bergi‚res 55, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;82;2695;Avenue du Mont-d'Or 79, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;89;2660;Rue Adrien-Pichard 2, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;100;2740;Chemin du Chalet Pra-Roman 4C, 1000 Lausanne 25;Apartment;Lausanne;yes;1,5;144365
3;70;1950;Av. Pierre-Maurice-Glayre 5, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;100;2650;Chemin de la Source 20, 1032 Romanel-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
4;129;3170;Rue Cit‚-derriŠre 4, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;107;3000;Place Saint-Fran‡ois 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;112;2990;Virgile-Rossel 9, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;104;2720;Place de la Riponne 4, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;102;3850;Avenue du L‚man 2, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;28;1430;Avenue du L‚man 53, 1005 Lausanne;Studio;Lausanne;no;1,5;144365
1;24;1290;Avenue de Tivoli 58, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1,5;52;1790;Chemin de Montolivet 3, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
3;82;2226;Chemin de la Valleyre 3, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;113;3610;Avenue de Chailly 64A, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;44;1460;Rue de l'Ale 31, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;75;2080;Chemin Guillaume-de-Pierrefleur 11, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;80;2330;Chemin Guillaume-de-Pierrefleur 11, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;66;2050;Champ-rond 36B, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;87;2400;Rue Mauborget 3, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;58;1890;Avenue Flor‚al 1, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;72;2235;Av. de Chailly 14, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;53;1870;Rue Saint-Fran‡ois 9, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
2;39;1410;Avenue des Bergi‚res 59, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
2;43;1910;Harpe 20B, 1007 Lausanne;Apartment;Lausanne;no;1,5;144365
2;41;1730;Chemin de M‚mise 8, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;51;1775;Chemin des Diablerets 16, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;46;1730;Chemin du Devin 76, 1012 Lausanne;Apartment;Lausanne;no;1,5;144365
4,5;127;3860;Chemin des Charmettes 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;83;2590;Chemin Pra-Roman 4A, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
3;70;2405;Rue Marterey 19, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;52;1700;Route Aloys-Fauquez 124, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;54;2024;Rue des Terreaux 10, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
1,5;41;1600;Chemin de Champ-Rond 36b, 1010 Lausanne;Apartment;Lausanne;no;1,5;144365
3;83;2090;Chemin des Pi‚cettes 4, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;75;1900;Avenue de S‚velin 13 C, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;50;1490;Rte de Berne 230, 1066 Epalinges;Apartment;Epalinges;no;1,25;9910
2;65;1885;Rue St-Laurent 14, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;64;2065;Av. d'Echallens 6, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;46;1775;Av. de Beaulieu 26, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;45;1380;rue de l'Ale 7, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;59;1615;Avenue de Beaulieu 1, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
2;52;1906;Av. de Beaulieu 28, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
1;39;1340;Rue de Bourg 21, 1001 Lausanne;Studio;Lausanne;no;1,5;144365
3,5;82;2335;Av. de Montoie 38, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;80;2395;Av. d'Echallens 6, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;72;2290;Rue du Champ-du-Bois 20, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;70;2100;Avenue de Rumine 5, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;53;1765;Chemin du Furet 10, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;83;2290;Av. d'Echallens 8, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;47;1370;Route de Berne 111, 1010 Lausanne;Studio;Lausanne;no;1,5;144365
3;85;2320;Av. de Morges 39, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;47;1620;Rue des Terreaux 12, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;50;1934;Chemin des Charmettes 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;55;1775;Chemin du Furet 12, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
3;86;2980;Rue des Terreaux 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;57;1995;Rue de l'Ancienne Douane 3, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;61;1910;Rue St-Laurent 14, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
3;85;2340;Av. de Morges 39, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;109;2740;Av. de Chailly 52, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;100;2695;Rue de la Borde 27, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;93;2610;Avenue de France 87, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;28;1230;Chemin du Rionzi 49, 1052 Le Mont-sur-Lausanne;Studio;Lausanne;no;1,5;144365
2,5;64;2110;Rue Charles Monnard 6, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;79;3200;Avenue de l'Elys‚e 23, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;84;2695;Chemin de Lucinge 2, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
4,5;140;3850;Route de Gen‚ve 10, 1033 Cheseaux-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;100;3260;Avenue de la Sallaz 58, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;100;3200;Avenue de la Sallaz 58, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;55;1730;Chemin du Furet 12, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
2;55;1760;Chemin du Furet 12, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;73;2776;Rue du R“tillon 8, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;65;2070;Rue des Terreaux 2, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;69;2250;Rue des Terreaux 4, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;58;1940;Avenue de S‚velin 15, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;58;1940;Avenue de S‚velin 15, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;57;2026;Chemin de Mornex 2, 1003 Lausanne;Studio;Lausanne;no;1,5;144365
1;20;1090;Place du Tunnel, 1005 Lausanne;Studio;Lausanne;no;1,5;144365
1;20;1390;Avenue Collonges, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
3,5;78;2250;Corjons, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
1;20;1290;Avenue de Tivoli, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1;19;1290;Avenue de Mon-Loisir, 1006 Lausanne;Studio;Lausanne;no;1,5;144365
5,5;166;3350;Chemin du Couchant 5, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
1;24;2470;Chemin des Epinettes 11, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1;24;2532;Chemin des Epinettes 11, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1;23;2428;Chemin des Epinettes 11, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1;21;900;Chemin du Devin 31, 1012 Lausanne;Studio;Lausanne;no;1,5;144365
1;35;1601;Rue Orient-Ville 2, 1005 Lausanne;Studio;Lausanne;no;1,5;144365
3;84;2250;Avenue de Florimont 6, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;114;3090;Route de la Clochatte 64, 1052 Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;24;990;Chemin du Giziaux 7, 1066 Epalinges;Apartment;Epalinges;no;1,25;9910
1;15;1037;Avenue Menthon 16, 1005 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;48;1751;Avenue du Grey 60, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;74;2543;Ch. de Mornex 17, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;32;1140;Chemin des Aub‚pines 6, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
1,5;21;995;Route Aloys-Fauquez 122, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
3;75;2062;Avenue de Tivoli 56, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;16;1000;Chemin des Rosiers 4, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
1,5;33;1160;Avenue de Valmont 16, 1010 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;54;1753;Rue des Echelettes 4, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;77;1910;Isabelle de Montolieu 181, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;50;1630;Ch. du Devin 57, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;50;1193;Avenue Davel 19, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
1;28;1200;Chemin du Furet 10, 1018 Lausanne;Studio;Lausanne;no;1,5;144365
1;16;1010;Chemin des Rosiers 4, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;62;1979;Avenue Marc-Dufour 46, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;79;2540;Chemin du Bois-Murat 16, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
4,5;97;2620;Av. du Grey 76, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;67;1805;Av. du Grey 76, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;65;1722;Av. du Grey 76, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;199;5965;Ch. de Primerose 15, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;78;1785;Route du Pavement 21, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;74;1805;Av. du Mont-d'Or 55, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;30;1260;Avenue d'Echallens 110, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
1,5;29;1200;Rue Mercerie 16, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;79;2200;Avenue de S‚velin 13 B, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;38;1655;Avenue de Riant-Mont 8, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
2;53;1530;Av. de Chailly 52, 1012 Lausanne;Apartment;Lausanne;no;1,5;144365
1;18;1010;Avenue des Bergi‚res 59, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;57;2030;Av. de Beaulieu 33, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;51;1630;Avenue Victor-Ruffy 22, 1012 Lausanne;Apartment;Lausanne;no;1,5;144365
2;45;1475;Rue du Bugnon 10, 1005 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;75;2740;Chemin de la Fauvette 4, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;27;920;Ch. Bonne-Esp‚rance 10, 1006 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;66;1820;Avenue de Beaulieu 1, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;38;1625;Avenue de Riant-Mont 8, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
1,5;14;930;Avenue Menthon 16, 1005 Lausanne;Apartment;Lausanne;no;1,5;144365
1;32;1550;Avenue d'Echallens 42, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
4;99;2520;DerriŠre le Chƒteau 17, 1033 Cheseaux-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;84;2560;Avenue Druey 1, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;111;3500;Route de la Clochatte 106, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
1;20;2117;Chemin des Epinettes 11, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1;29;2885;Chemin des Epinettes 11, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1;17;2013;Chemin des Epinettes 11, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1;41;1370;Route de Berne 24, 1010 Lausanne;Studio;Lausanne;no;1,5;144365
2;53;1900;Rue Saint-Fran‡ois 9, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
2;53;1830;Rue Saint-Fran‡ois 9, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
1;41;1430;Rue des Terreaux 15-23, 1003 Lausanne;Studio;Lausanne;no;1,5;144365
2;71;2490;Ch. des Grandes-Roches 7, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;82;2050;Avenue du Grey 38, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;140;4945;Beau-S‚jour 8E, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;46;1510;Avenue de Morges 68, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
4;67;2105;Avenue Victor-Ruffy 20, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;71;1905;Avenue de la Gare 40, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;108;2900;1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;97;2580;Av. du Grey 76, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;48;1310;Av. du Grey 76, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;55;1931;Rue du Maupas 63, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;70;1775;Chemin des Tuileries 9, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
3;68;1765;Chemin des Tuileries 13, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
2;46;1415;Av. de Collonges 5, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
2;53;1750;Chemin du Furet 10, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
3;53;1905;Chemin du Couchant 23, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;60;1808;Avenue du Denantou 21-23, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;78;1820;Rue St-Roch 32, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;103;3730;1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;120;3455;Chemin de Rionzi 45, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;84;2699;Avenue du Grey 60, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;37;1430;Chemin du Couchant 23, 1007 Lausanne;Apartment;Lausanne;no;1,5;144365
2;70;2500;Avenue de Milan 16, 1007 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;89;2864;Avenue du Grey 62, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;88;2770;Route de la Clochatte 106d, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;90;2419;Avenue du Grey 60, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;58;2050;Avenue de S‚velin 15, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;91;2950;Av. Juste-Olivier 6, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;78;1880;Rue Marterey 33, 1005 Lausanne;Apartment;Lausanne;no;1,5;144365
5,5;118;5000;Avenue Mon-Repos 32, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;108;2775;Avenue de S‚velin 4A, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;57;1975;Rue de la Borde 17, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;72;2230;Chemin de la Fauvette 2, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;46;1760;Rue de la Clochatte 104, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;128;3000;Rue de Bourg 15, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;22;1350;Route de Berne 2, 1010 Lausanne;Studio;Lausanne;no;1,5;144365
3;67;2290;Chemin de Champ-Soleil 1, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;64;2630;Rue du Flon 12, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;64;2630;Rue du Flon 12, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;82;1930;Chemin de l'Orio 5a, 1032 Romanel-s-Lausanne;Apartment;Lausanne;yes;1,5;144365
